Date,Open,High,Low,Close,Volume
2017-05-26,165500.0,166500.0,163000.0,163500.0,487868.0
2017-05-29,163000.0,165000.0,161500.0,162000.0,405130.0
2017-05-30,162500.0,165500.0,161000.0,164000.0,393584.0
2017-05-31,162500.0,166000.0,162500.0,163000.0,568084.0
2017-06-01,162500.0,166500.0,162500.0,165500.0,439229.0
2017-06-02,164500.0,165000.0,160500.0,163000.0,571120.0
2017-06-05,163500.0,165500.0,161000.0,161500.0,371037.0
2017-06-07,160000.0,160000.0,157000.0,159000.0,746365.0
2017-06-08,159000.0,161000.0,158500.0,160000.0,548233.0
2017-06-09,160000.0,161000.0,158500.0,160000.0,343795.0
2017-06-12,158000.0,163500.0,158000.0,162500.0,390351.0
2017-06-13,163000.0,167000.0,162000.0,164500.0,548527.0
2017-06-14,165000.0,170000.0,164500.0,169000.0,638693.0
2017-06-15,168000.0,169000.0,162000.0,163000.0,668866.0
2017-06-16,163500.0,165000.0,162500.0,165000.0,310581.0
2017-06-19,164500.0,168000.0,163500.0,167000.0,335858.0
2017-06-20,166000.0,169000.0,165000.0,166500.0,373530.0
2017-06-21,166000.0,166000.0,160000.0,160500.0,557266.0
2017-06-22,162000.0,162000.0,160000.0,161500.0,401279.0
2017-06-23,162000.0,166000.0,162000.0,164000.0,292130.0
2017-06-26,163000.0,165000.0,162000.0,164000.0,211301.0
2017-06-27,163000.0,163500.0,160000.0,160500.0,449056.0
2017-06-28,160000.0,162500.0,159500.0,160000.0,347569.0
2017-06-29,159500.0,162500.0,159000.0,161000.0,400255.0
2017-06-30,159500.0,162000.0,158000.0,159500.0,340379.0
2017-07-03,158500.0,164000.0,158000.0,163500.0,392228.0
2017-07-04,162500.0,162500.0,157500.0,158500.0,448579.0
2017-07-05,158000.0,159000.0,155000.0,156000.0,533353.0
2017-07-06,156500.0,157000.0,155000.0,155500.0,380091.0
2017-07-07,153500.0,154500.0,150500.0,151500.0,857341.0
2017-07-10,151000.0,151500.0,147500.0,148000.0,805494.0
2017-07-11,148500.0,150000.0,146500.0,148000.0,592204.0
2017-07-12,149000.0,151000.0,148000.0,149000.0,592811.0
2017-07-13,150000.0,151500.0,148000.0,149000.0,609170.0
2017-07-14,150000.0,154500.0,149500.0,154000.0,776297.0
2017-07-17,153500.0,154000.0,149500.0,150500.0,503286.0
2017-07-18,151000.0,151500.0,147000.0,148000.0,531137.0
2017-07-19,148500.0,149500.0,147000.0,148500.0,480211.0
2017-07-20,149000.0,149000.0,145000.0,148000.0,482332.0
2017-07-21,148000.0,148000.0,146500.0,147500.0,303019.0
2017-07-24,148000.0,148000.0,144500.0,145000.0,558419.0
2017-07-25,145000.0,147500.0,144500.0,146000.0,769128.0
2017-07-26,147000.0,150000.0,146500.0,148000.0,1000733.0
2017-07-27,148000.0,148500.0,144500.0,146500.0,552184.0
2017-07-28,146500.0,150000.0,146500.0,149500.0,857408.0
2017-07-31,149500.0,149500.0,144500.0,145000.0,871600.0
2017-08-01,145000.0,147000.0,144500.0,145500.0,415903.0
2017-08-02,146500.0,148000.0,145500.0,147500.0,462222.0
2017-08-03,147500.0,149500.0,146000.0,148500.0,643295.0
2017-08-04,148000.0,151000.0,147000.0,150000.0,520334.0
2017-08-07,150500.0,151000.0,148000.0,148000.0,280334.0
2017-08-08,147000.0,147500.0,143500.0,144000.0,655022.0
2017-08-09,145000.0,146000.0,144000.0,146000.0,391355.0
2017-08-10,144500.0,146500.0,144000.0,145000.0,576598.0
2017-08-11,143500.0,145500.0,141000.0,142000.0,607681.0
2017-08-14,142500.0,146000.0,142000.0,144500.0,319856.0
2017-08-16,145000.0,146000.0,143000.0,144500.0,417168.0
2017-08-17,143000.0,144500.0,141500.0,144000.0,250791.0
2017-08-18,144000.0,145500.0,143500.0,144500.0,253371.0
2017-08-21,145000.0,148500.0,143500.0,148000.0,430402.0
2017-08-22,148000.0,150000.0,145000.0,147000.0,533818.0
2017-08-23,146500.0,147500.0,145500.0,146500.0,245112.0
2017-08-24,146500.0,147000.0,143500.0,143500.0,505047.0
2017-08-25,143500.0,145500.0,143000.0,144500.0,362052.0
2017-08-28,144000.0,146000.0,144000.0,144500.0,319822.0
2017-08-29,143000.0,144500.0,142500.0,144000.0,332462.0
2017-08-30,142500.0,144000.0,138500.0,143000.0,762771.0
2017-08-31,142000.0,145000.0,139500.0,140500.0,834907.0
2017-09-01,141000.0,143500.0,139500.0,143000.0,541048.0
2017-09-04,140000.0,142500.0,139500.0,140000.0,326756.0
2017-09-05,141000.0,142000.0,137000.0,138000.0,546091.0
2017-09-06,138000.0,138500.0,133500.0,136000.0,694527.0
2017-09-07,138000.0,139000.0,137000.0,138000.0,531212.0
2017-09-08,138000.0,138500.0,133000.0,135500.0,637658.0
2017-09-11,134500.0,136500.0,133500.0,135000.0,488905.0
2017-09-12,135000.0,137500.0,134500.0,136000.0,379325.0
2017-09-13,136500.0,137500.0,133500.0,134000.0,588704.0
2017-09-14,134000.0,137000.0,133000.0,137000.0,904204.0
2017-09-15,135500.0,137000.0,134000.0,136500.0,369517.0
2017-09-18,136500.0,137500.0,135500.0,137000.0,415861.0
2017-09-19,136500.0,141000.0,136500.0,140000.0,627903.0
2017-09-20,141000.0,143000.0,139500.0,142000.0,618904.0
2017-09-21,140500.0,142000.0,138500.0,141500.0,467712.0
2017-09-22,141000.0,143500.0,140000.0,142000.0,433155.0
2017-09-25,141000.0,143000.0,140000.0,141000.0,307434.0
2017-09-26,142500.0,147500.0,141500.0,147500.0,841918.0
2017-09-27,146000.0,149000.0,145500.0,147500.0,623568.0
2017-09-28,147000.0,148000.0,145000.0,147000.0,541478.0
2017-09-29,148500.0,151000.0,147500.0,150500.0,808779.0
2017-10-10,149500.0,152000.0,147500.0,151000.0,886098.0
2017-10-11,151000.0,156500.0,151000.0,155000.0,993821.0
2017-10-12,155000.0,156500.0,152500.0,156500.0,576444.0
2017-10-13,155000.0,155500.0,152000.0,154500.0,644646.0
2017-10-16,154500.0,155000.0,152000.0,153000.0,521198.0
2017-10-17,153000.0,153500.0,148500.0,149500.0,510688.0
2017-10-18,148000.0,153500.0,147000.0,150500.0,695484.0
